ticker,statement,fiscal_date,metric,value
1913.HK,cash_flow,2025-12-31,Net Other Investing Changes,16209000.0
1913.HK,cash_flow,2025-12-31,Dividends Received Cfi,0.0
1913.HK,cash_flow,2025-12-31,Net Investment Purchase And Sale,0.0
1913.HK,cash_flow,2025-12-31,Sale Of Investment,0.0
1913.HK,cash_flow,2025-12-31,Net Business Purchase And Sale,-1222837000.0
1913.HK,cash_flow,2025-12-31,Purchase Of Business,-1222837000.0
1913.HK,cash_flow,2025-12-31,Net PPE Purchase And Sale,-610972000.0
1913.HK,cash_flow,2025-12-31,Purchase Of PPE,-610972000.0
1913.HK,cash_flow,2025-12-31,Operating Cash Flow,1654258000.0
1913.HK,cash_flow,2025-12-31,Taxes Refund Paid,-386336000.0
1913.HK,cash_flow,2025-12-31,Interest Paid Cfo,-85884000.0
1913.HK,cash_flow,2025-12-31,Change In Working Capital,8795000.0
1913.HK,cash_flow,2025-12-31,Change In Other Current Assets,-5296000.0
1913.HK,cash_flow,2025-12-31,Change In Payable,86206000.0
1913.HK,cash_flow,2025-12-31,Change In Inventory,-52146000.0
1913.HK,cash_flow,2025-12-31,Change In Receivables,-19969000.0
1913.HK,cash_flow,2025-12-31,Other Non Cash Items,101301000.0
1913.HK,cash_flow,2025-12-31,Depreciation And Amortization,815098000.0
1913.HK,cash_flow,2025-12-31,Amortization Cash Flow,59458000.0
1913.HK,cash_flow,2025-12-31,Depreciation,755640000.0
1913.HK,cash_flow,2025-12-31,Net Income From Continuing Operations,1201284000.0
1913.HK,cash_flow,2024-12-31,Free Cash Flow,1192042000.0
1913.HK,cash_flow,2024-12-31,Repayment Of Debt,-113822000.0
1913.HK,cash_flow,2024-12-31,Issuance Of Debt,27994000.0
1913.HK,cash_flow,2024-12-31,Capital Expenditure,-459575000.0
1913.HK,cash_flow,2024-12-31,End Cash Position,1011522000.0
1913.HK,cash_flow,2024-12-31,Beginning Cash Position,689503000.0
1913.HK,cash_flow,2024-12-31,Effect Of Exchange Rate Changes,8325000.0
1913.HK,cash_flow,2024-12-31,Changes In Cash,313694000.0
1913.HK,cash_flow,2024-12-31,Financing Cash Flow,-875470000.0
1913.HK,cash_flow,2024-12-31,Cash Dividends Paid,-350559000.0
1913.HK,cash_flow,2024-12-31,Net Issuance Payments Of Debt,-85828000.0
1913.HK,cash_flow,2024-12-31,Net Short Term Debt Issuance,-113822000.0
1913.HK,cash_flow,2024-12-31,Short Term Debt Payments,-113822000.0
1913.HK,cash_flow,2024-12-31,Net Long Term Debt Issuance,27994000.0
1913.HK,cash_flow,2024-12-31,Long Term Debt Payments,0.0
1913.HK,cash_flow,2024-12-31,Long Term Debt Issuance,27994000.0
1913.HK,cash_flow,2024-12-31,Investing Cash Flow,-462453000.0
1913.HK,cash_flow,2024-12-31,Dividends Received Cfi,111000.0
1913.HK,cash_flow,2024-12-31,Net Investment Purchase And Sale,2963000.0
1913.HK,cash_flow,2024-12-31,Sale Of Investment,2963000.0
1913.HK,cash_flow,2024-12-31,Purchase Of Investment,-1363000.0
1913.HK,cash_flow,2024-12-31,Net Business Purchase And Sale,-5952000.0
1913.HK,cash_flow,2024-12-31,Purchase Of Business,-5952000.0
1913.HK,cash_flow,2024-12-31,Net PPE Purchase And Sale,-459575000.0
1913.HK,cash_flow,2024-12-31,Purchase Of PPE,-459575000.0
1913.HK,cash_flow,2024-12-31,Operating Cash Flow,1651617000.0
1913.HK,cash_flow,2024-12-31,Taxes Refund Paid,-270552000.0
1913.HK,cash_flow,2024-12-31,Interest Paid Cfo,-76600000.0
1913.HK,cash_flow,2024-12-31,Change In Working Capital,-92968000.0
1913.HK,cash_flow,2024-12-31,Change In Other Current Assets,-12166000.0
1913.HK,cash_flow,2024-12-31,Change In Payable,25699000.0
1913.HK,cash_flow,2024-12-31,Change In Inventory,-83546000.0
1913.HK,cash_flow,2024-12-31,Change In Receivables,-22955000.0
1913.HK,cash_flow,2024-12-31,Other Non Cash Items,143595000.0
1913.HK,cash_flow,2024-12-31,Depreciation And Amortization,734663000.0
1913.HK,cash_flow,2024-12-31,Depreciation,734663000.0
1913.HK,cash_flow,2024-12-31,Net Income From Continuing Operations,1188723000.0
1913.HK,cash_flow,2023-12-31,Free Cash Flow,395605000.0
1913.HK,cash_flow,2023-12-31,Repayment Of Debt,-94784000.0
1913.HK,cash_flow,2023-12-31,Issuance Of Debt,32411000.0
1913.HK,cash_flow,2023-12-31,Capital Expenditure,-759676000.0
1913.HK,cash_flow,2023-12-31,End Cash Position,689503000.0
1913.HK,cash_flow,2023-12-31,Beginning Cash Position,1091622000.0
1913.HK,cash_flow,2023-12-31,Effect Of Exchange Rate Changes,-22481000.0
1913.HK,cash_flow,2023-12-31,Changes In Cash,-379638000.0
1913.HK,cash_flow,2023-12-31,Financing Cash Flow,-775728000.0
1913.HK,cash_flow,2023-12-31,Net Other Financing Charges,-1949000.0
1913.HK,cash_flow,2023-12-31,Cash Dividends Paid,-281471000.0
1913.HK,cash_flow,2023-12-31,Net Issuance Payments Of Debt,-62373000.0
1913.HK,cash_flow,2023-12-31,Net Short Term Debt Issuance,-90348000.0
1913.HK,cash_flow,2023-12-31,Short Term Debt Payments,-94784000.0
1913.HK,cash_flow,2023-12-31,Short Term Debt Issuance,4436000.0
1913.HK,cash_flow,2023-12-31,Net Long Term Debt Issuance,27975000.0
1913.HK,cash_flow,2023-12-31,Long Term Debt Payments,0.0
1913.HK,cash_flow,2023-12-31,Long Term Debt Issuance,27975000.0
1913.HK,cash_flow,2023-12-31,Investing Cash Flow,-759191000.0
1913.HK,cash_flow,2023-12-31,Net Other Investing Changes,4534000.0
1913.HK,cash_flow,2023-12-31,Dividends Received Cfi,627000.0
1913.HK,cash_flow,2023-12-31,Net Investment Purchase And Sale,-4676000.0
1913.HK,cash_flow,2023-12-31,Sale Of Investment,0.0
1913.HK,cash_flow,2023-12-31,Purchase Of Investment,-4676000.0
1913.HK,cash_flow,2023-12-31,Net Investment Properties Purchase And Sale,0.0
1913.HK,cash_flow,2023-12-31,Sale Of Investment Properties,0.0
1913.HK,cash_flow,2023-12-31,Net Business Purchase And Sale,0.0
1913.HK,cash_flow,2023-12-31,Purchase Of Business,0.0
1913.HK,cash_flow,2023-12-31,Net PPE Purchase And Sale,-759676000.0
1913.HK,cash_flow,2023-12-31,Purchase Of PPE,-759676000.0
1913.HK,cash_flow,2023-12-31,Operating Cash Flow,1155281000.0
1913.HK,cash_flow,2023-12-31,Taxes Refund Paid,-486708000.0
1913.HK,cash_flow,2023-12-31,Interest Paid Cfo,-52962000.0
1913.HK,cash_flow,2023-12-31,Change In Working Capital,-122901000.0
1913.HK,cash_flow,2023-12-31,Change In Other Current Assets,-33068000.0
1913.HK,cash_flow,2023-12-31,Change In Payable,56351000.0
1913.HK,cash_flow,2023-12-31,Change In Inventory,-60784000.0
1913.HK,cash_flow,2023-12-31,Change In Receivables,-85400000.0
1913.HK,cash_flow,2023-12-31,Other Non Cash Items,141762000.0
1913.HK,cash_flow,2023-12-31,Depreciation And Amortization,676380000.0
1913.HK,cash_flow,2023-12-31,Depreciation,676380000.0
1913.HK,cash_flow,2023-12-31,Net Income From Continuing Operations,971463000.0
1913.HK,cash_flow,2022-12-31,Free Cash Flow,882202000.0
1913.HK,cash_flow,2022-12-31,Repayment Of Debt,-189328000.0
1913.HK,cash_flow,2022-12-31,Issuance Of Debt,9837000.0
1913.HK,cash_flow,2022-12-31,Capital Expenditure,-241495000.0
1913.HK,cash_flow,2022-12-31,End Cash Position,1091622000.0
1913.HK,cash_flow,2022-12-31,Beginning Cash Position,981786000.0
1913.HK,cash_flow,2022-12-31,Effect Of Exchange Rate Changes,23726000.0
1913.HK,cash_flow,2022-12-31,Changes In Cash,86110000.0
1913.HK,cash_flow,2022-12-31,Financing Cash Flow,-787378000.0
1913.HK,cash_flow,2022-12-31,Cash Dividends Paid,-179118000.0
1913.HK,cash_flow,2022-12-31,Net Issuance Payments Of Debt,-179491000.0
1913.HK,cash_flow,2022-12-31,Net Short Term Debt Issuance,-177291000.0
1913.HK,cash_flow,2022-12-31,Short Term Debt Payments,-187128000.0
1913.HK,cash_flow,2022-12-31,Short Term Debt Issuance,9837000.0
1913.HK,cash_flow,2022-12-31,Net Long Term Debt Issuance,-2200000.0
1913.HK,cash_flow,2022-12-31,Long Term Debt Payments,-2200000.0
1913.HK,cash_flow,2022-12-31,Long Term Debt Issuance,0.0
1913.HK,cash_flow,2022-12-31,Investing Cash Flow,-250209000.0
1913.HK,cash_flow,2022-12-31,Net Other Investing Changes,-5000000.0
1913.HK,cash_flow,2022-12-31,Dividends Received Cfi,473000.0
1913.HK,cash_flow,2022-12-31,Net Investment Purchase And Sale,-19549000.0
1913.HK,cash_flow,2022-12-31,Sale Of Investment,0.0
1913.HK,cash_flow,2022-12-31,Purchase Of Investment,-19549000.0
1913.HK,cash_flow,2022-12-31,Net Investment Properties Purchase And Sale,18000000.0
1913.HK,cash_flow,2022-12-31,Sale Of Investment Properties,18000000.0
1913.HK,cash_flow,2022-12-31,Net Business Purchase And Sale,-2638000.0
1913.HK,cash_flow,2022-12-31,Purchase Of Business,-2638000.0
1913.HK,cash_flow,2022-12-31,Net PPE Purchase And Sale,-241495000.0
1913.HK,cash_flow,2022-12-31,Sale Of PPE,0.0
1913.HK,cash_flow,2022-12-31,Purchase Of PPE,-241495000.0
1913.HK,cash_flow,2022-12-31,Operating Cash Flow,1123697000.0
1913.HK,cash_flow,2022-12-31,Taxes Refund Paid,-219586000.0
1913.HK,cash_flow,2022-12-31,Interest Paid Cfo,-49522000.0
1913.HK,cash_flow,2022-12-31,Change In Working Capital,-130083000.0
1913.HK,cash_flow,2022-12-31,Change In Other Current Assets,-18030000.0
1913.HK,cash_flow,2022-12-31,Change In Payable,13351000.0
1913.HK,cash_flow,2022-12-31,Change In Inventory,-121826000.0
1913.HK,cash_flow,2022-12-31,Change In Receivables,-3578000.0
1913.HK,cash_flow,2022-12-31,Other Non Cash Items,77661000.0
1913.HK,cash_flow,2022-12-31,Depreciation And Amortization,662424000.0
1913.HK,cash_flow,2022-12-31,Depreciation,662424000.0
1913.HK,cash_flow,2022-12-31,Net Income From Continuing Operations,710975000.0
SFER.MI,cash_flow,2025-12-31,Free Cash Flow,63736000.0
SFER.MI,cash_flow,2025-12-31,Capital Expenditure,-45583000.0
SFER.MI,cash_flow,2025-12-31,End Cash Position,201739000.0
SFER.MI,cash_flow,2025-12-31,Beginning Cash Position,237085000.0
SFER.MI,cash_flow,2025-12-31,Effect Of Exchange Rate Changes,17218000.0
SFER.MI,cash_flow,2025-12-31,Changes In Cash,-52564000.0
SFER.MI,cash_flow,2025-12-31,Financing Cash Flow,-125819000.0
SFER.MI,cash_flow,2025-12-31,Common Stock Dividend Paid,0.0
SFER.MI,cash_flow,2025-12-31,Net Issuance Payments Of Debt,-3023000.0
SFER.MI,cash_flow,2025-12-31,Net Long Term Debt Issuance,-3023000.0
SFER.MI,cash_flow,2025-12-31,Investing Cash Flow,-36064000.0
SFER.MI,cash_flow,2025-12-31,Net Investment Purchase And Sale,9506000.0
SFER.MI,cash_flow,2025-12-31,Net Intangibles Purchase And Sale,-6001000.0
SFER.MI,cash_flow,2025-12-31,Purchase Of Intangibles,-6001000.0
SFER.MI,cash_flow,2025-12-31,Net PPE Purchase And Sale,-39569000.0
SFER.MI,cash_flow,2025-12-31,Sale Of PPE,13000.0
SFER.MI,cash_flow,2025-12-31,Purchase Of PPE,-39582000.0
SFER.MI,cash_flow,2025-12-31,Operating Cash Flow,109319000.0
SFER.MI,cash_flow,2025-12-31,Taxes Refund Paid,-14659000.0
SFER.MI,cash_flow,2025-12-31,Interest Received Cfo,5571000.0
SFER.MI,cash_flow,2025-12-31,Interest Paid Cfo,-25055000.0
SFER.MI,cash_flow,2025-12-31,Change In Working Capital,-13657000.0
SFER.MI,cash_flow,2025-12-31,Change In Other Current Assets,-9982000.0
SFER.MI,cash_flow,2025-12-31,Change In Payable,-33056000.0
SFER.MI,cash_flow,2025-12-31,Change In Inventory,20686000.0
SFER.MI,cash_flow,2025-12-31,Change In Receivables,8695000.0
SFER.MI,cash_flow,2025-12-31,Other Non Cash Items,12907000.0
SFER.MI,cash_flow,2025-12-31,Deferred Tax,-3347000.0
SFER.MI,cash_flow,2025-12-31,Depreciation And Amortization,141397000.0
SFER.MI,cash_flow,2025-12-31,Depreciation,141397000.0
SFER.MI,cash_flow,2025-12-31,Pension And Employee Benefit Expense,402000.0
SFER.MI,cash_flow,2025-12-31,Gain Loss On Sale Of PPE,608000.0
SFER.MI,cash_flow,2025-12-31,Net Income From Continuing Operations,-49153000.0
SFER.MI,cash_flow,2024-12-31,Free Cash Flow,99886000.0
SFER.MI,cash_flow,2024-12-31,Capital Expenditure,-70738000.0
SFER.MI,cash_flow,2024-12-31,End Cash Position,237085000.0
SFER.MI,cash_flow,2024-12-31,Beginning Cash Position,267459000.0
SFER.MI,cash_flow,2024-12-31,Effect Of Exchange Rate Changes,-3242000.0
SFER.MI,cash_flow,2024-12-31,Changes In Cash,-27132000.0
SFER.MI,cash_flow,2024-12-31,Financing Cash Flow,-111906000.0
SFER.MI,cash_flow,2024-12-31,Cash Dividends Paid,-16568000.0
SFER.MI,cash_flow,2024-12-31,Common Stock Dividend Paid,-16568000.0
SFER.MI,cash_flow,2024-12-31,Net Issuance Payments Of Debt,29565000.0
SFER.MI,cash_flow,2024-12-31,Net Long Term Debt Issuance,29565000.0
SFER.MI,cash_flow,2024-12-31,Investing Cash Flow,-85850000.0
SFER.MI,cash_flow,2024-12-31,Net Investment Purchase And Sale,-15141000.0
SFER.MI,cash_flow,2024-12-31,Net Intangibles Purchase And Sale,-9430000.0
SFER.MI,cash_flow,2024-12-31,Purchase Of Intangibles,-9430000.0
SFER.MI,cash_flow,2024-12-31,Net PPE Purchase And Sale,-61279000.0
SFER.MI,cash_flow,2024-12-31,Sale Of PPE,29000.0
SFER.MI,cash_flow,2024-12-31,Purchase Of PPE,-61308000.0
SFER.MI,cash_flow,2024-12-31,Operating Cash Flow,170624000.0
SFER.MI,cash_flow,2024-12-31,Taxes Refund Paid,-19230000.0
SFER.MI,cash_flow,2024-12-31,Interest Received Cfo,7644000.0
SFER.MI,cash_flow,2024-12-31,Interest Paid Cfo,-27253000.0
SFER.MI,cash_flow,2024-12-31,Change In Working Capital,-21665000.0
SFER.MI,cash_flow,2024-12-31,Change In Other Current Assets,-9795000.0
SFER.MI,cash_flow,2024-12-31,Change In Payable,-10022000.0
SFER.MI,cash_flow,2024-12-31,Change In Inventory,-28068000.0
SFER.MI,cash_flow,2024-12-31,Change In Receivables,26220000.0
SFER.MI,cash_flow,2024-12-31,Other Non Cash Items,23813000.0
SFER.MI,cash_flow,2024-12-31,Deferred Tax,-7508000.0
SFER.MI,cash_flow,2024-12-31,Depreciation And Amortization,178921000.0
SFER.MI,cash_flow,2024-12-31,Depreciation,178921000.0
SFER.MI,cash_flow,2024-12-31,Pension And Employee Benefit Expense,113000.0
SFER.MI,cash_flow,2024-12-31,Gain Loss On Sale Of PPE,1907000.0
SFER.MI,cash_flow,2024-12-31,Net Income From Continuing Operations,-68069000.0
SFER.MI,cash_flow,2023-12-31,Free Cash Flow,45762000.0
SFER.MI,cash_flow,2023-12-31,Repurchase Of Capital Stock,0.0
SFER.MI,cash_flow,2023-12-31,Capital Expenditure,-71741000.0
SFER.MI,cash_flow,2023-12-31,End Cash Position,267459000.0
SFER.MI,cash_flow,2023-12-31,Beginning Cash Position,391354000.0
SFER.MI,cash_flow,2023-12-31,Effect Of Exchange Rate Changes,5662000.0
SFER.MI,cash_flow,2023-12-31,Changes In Cash,-129557000.0
SFER.MI,cash_flow,2023-12-31,Financing Cash Flow,-150094000.0
SFER.MI,cash_flow,2023-12-31,Net Other Financing Charges,-38904000.0
SFER.MI,cash_flow,2023-12-31,Cash Dividends Paid,-46350000.0
SFER.MI,cash_flow,2023-12-31,Common Stock Dividend Paid,-46350000.0
SFER.MI,cash_flow,2023-12-31,Net Common Stock Issuance,0.0
SFER.MI,cash_flow,2023-12-31,Common Stock Payments,0.0
SFER.MI,cash_flow,2023-12-31,Net Issuance Payments Of Debt,51563000.0
SFER.MI,cash_flow,2023-12-31,Net Long Term Debt Issuance,51563000.0
SFER.MI,cash_flow,2023-12-31,Investing Cash Flow,-96966000.0
SFER.MI,cash_flow,2023-12-31,Net Investment Purchase And Sale,-25278000.0
SFER.MI,cash_flow,2023-12-31,Net Intangibles Purchase And Sale,-13655000.0
SFER.MI,cash_flow,2023-12-31,Purchase Of Intangibles,-13655000.0
SFER.MI,cash_flow,2023-12-31,Net PPE Purchase And Sale,-58033000.0
SFER.MI,cash_flow,2023-12-31,Sale Of PPE,53000.0
SFER.MI,cash_flow,2023-12-31,Purchase Of PPE,-58086000.0
SFER.MI,cash_flow,2023-12-31,Operating Cash Flow,117503000.0
SFER.MI,cash_flow,2023-12-31,Taxes Refund Paid,-56678000.0
SFER.MI,cash_flow,2023-12-31,Interest Received Cfo,8230000.0
SFER.MI,cash_flow,2023-12-31,Interest Paid Cfo,-22475000.0
SFER.MI,cash_flow,2023-12-31,Change In Working Capital,-67478000.0
SFER.MI,cash_flow,2023-12-31,Change In Other Current Assets,-11737000.0
SFER.MI,cash_flow,2023-12-31,Change In Payable,1475000.0
SFER.MI,cash_flow,2023-12-31,Change In Inventory,-29148000.0
SFER.MI,cash_flow,2023-12-31,Change In Receivables,-28068000.0
SFER.MI,cash_flow,2023-12-31,Other Non Cash Items,23648000.0
SFER.MI,cash_flow,2023-12-31,Deferred Tax,19349000.0
SFER.MI,cash_flow,2023-12-31,Depreciation And Amortization,179789000.0
SFER.MI,cash_flow,2023-12-31,Depreciation,179789000.0
SFER.MI,cash_flow,2023-12-31,Pension And Employee Benefit Expense,814000.0
SFER.MI,cash_flow,2023-12-31,Gain Loss On Sale Of PPE,475000.0
SFER.MI,cash_flow,2023-12-31,Net Income From Continuing Operations,26235000.0
SFER.MI,cash_flow,2022-12-31,Free Cash Flow,211209000.0
SFER.MI,cash_flow,2022-12-31,Repurchase Of Capital Stock,-42670000.0
SFER.MI,cash_flow,2022-12-31,Capital Expenditure,-55863000.0
SFER.MI,cash_flow,2022-12-31,End Cash Position,391354000.0
SFER.MI,cash_flow,2022-12-31,Beginning Cash Position,511796000.0
SFER.MI,cash_flow,2022-12-31,Effect Of Exchange Rate Changes,1626000.0
SFER.MI,cash_flow,2022-12-31,Changes In Cash,-122068000.0
SFER.MI,cash_flow,2022-12-31,Financing Cash Flow,-323278000.0
SFER.MI,cash_flow,2022-12-31,Cash Dividends Paid,-56733000.0
SFER.MI,cash_flow,2022-12-31,Common Stock Dividend Paid,-56733000.0
SFER.MI,cash_flow,2022-12-31,Net Common Stock Issuance,-42670000.0
SFER.MI,cash_flow,2022-12-31,Common Stock Payments,-42670000.0
SFER.MI,cash_flow,2022-12-31,Net Issuance Payments Of Debt,-109265000.0
SFER.MI,cash_flow,2022-12-31,Net Long Term Debt Issuance,-109265000.0
SFER.MI,cash_flow,2022-12-31,Investing Cash Flow,-65862000.0
SFER.MI,cash_flow,2022-12-31,Net Investment Purchase And Sale,-9999000.0
SFER.MI,cash_flow,2022-12-31,Net Business Purchase And Sale,0.0
SFER.MI,cash_flow,2022-12-31,Sale Of Business,0.0
SFER.MI,cash_flow,2022-12-31,Purchase Of Business,0.0
SFER.MI,cash_flow,2022-12-31,Net Intangibles Purchase And Sale,-14255000.0
SFER.MI,cash_flow,2022-12-31,Purchase Of Intangibles,-14255000.0
SFER.MI,cash_flow,2022-12-31,Net PPE Purchase And Sale,-41608000.0
SFER.MI,cash_flow,2022-12-31,Sale Of PPE,0.0
SFER.MI,cash_flow,2022-12-31,Purchase Of PPE,-41608000.0
SFER.MI,cash_flow,2022-12-31,Operating Cash Flow,267072000.0
SFER.MI,cash_flow,2022-12-31,Taxes Refund Paid,-18513000.0
SFER.MI,cash_flow,2022-12-31,Interest Received Cfo,2008000.0
SFER.MI,cash_flow,2022-12-31,Interest Paid Cfo,-15933000.0
SFER.MI,cash_flow,2022-12-31,Change In Working Capital,16985000.0
SFER.MI,cash_flow,2022-12-31,Change In Other Current Assets,-863000.0
SFER.MI,cash_flow,2022-12-31,Change In Payable,-10216000.0
SFER.MI,cash_flow,2022-12-31,Change In Inventory,7122000.0
SFER.MI,cash_flow,2022-12-31,Change In Receivables,20942000.0
SFER.MI,cash_flow,2022-12-31,Other Non Cash Items,16361000.0
SFER.MI,cash_flow,2022-12-31,Deferred Tax,35810000.0
SFER.MI,cash_flow,2022-12-31,Depreciation And Amortization,170962000.0
SFER.MI,cash_flow,2022-12-31,Depreciation,170962000.0
SFER.MI,cash_flow,2022-12-31,Pension And Employee Benefit Expense,564000.0
SFER.MI,cash_flow,2022-12-31,Gain Loss On Sale Of PPE,1334000.0
SFER.MI,cash_flow,2022-12-31,Net Income From Continuing Operations,65352000.0
BOSS.DE,cash_flow,2025-12-31,Free Cash Flow,499220000.0
BOSS.DE,cash_flow,2025-12-31,Capital Expenditure,-192606000.0
BOSS.DE,cash_flow,2025-12-31,End Cash Position,343126000.0
BOSS.DE,cash_flow,2025-12-31,Beginning Cash Position,210622000.0
BOSS.DE,cash_flow,2025-12-31,Effect Of Exchange Rate Changes,-5670000.0
BOSS.DE,cash_flow,2025-12-31,Changes In Cash,138174000.0
BOSS.DE,cash_flow,2025-12-31,Financing Cash Flow,-360614000.0
BOSS.DE,cash_flow,2025-12-31,Net Other Financing Charges,6228000.0
BOSS.DE,cash_flow,2025-12-31,Interest Paid Cff,-49269000.0
BOSS.DE,cash_flow,2025-12-31,Cash Dividends Paid,-96623000.0
BOSS.DE,cash_flow,2025-12-31,Common Stock Dividend Paid,-96623000.0
BOSS.DE,cash_flow,2025-12-31,Investing Cash Flow,-193038000.0
BOSS.DE,cash_flow,2025-12-31,Net Other Investing Changes,1000.0
BOSS.DE,cash_flow,2025-12-31,Interest Received Cfi,1939000.0
BOSS.DE,cash_flow,2025-12-31,Net Business Purchase And Sale,-2834000.0
BOSS.DE,cash_flow,2025-12-31,Purchase Of Business,0.0
BOSS.DE,cash_flow,2025-12-31,Net Intangibles Purchase And Sale,-55563000.0
BOSS.DE,cash_flow,2025-12-31,Purchase Of Intangibles,-55563000.0
BOSS.DE,cash_flow,2025-12-31,Net PPE Purchase And Sale,-136581000.0
BOSS.DE,cash_flow,2025-12-31,Sale Of PPE,462000.0
BOSS.DE,cash_flow,2025-12-31,Purchase Of PPE,-137043000.0
BOSS.DE,cash_flow,2025-12-31,Operating Cash Flow,691826000.0
BOSS.DE,cash_flow,2025-12-31,Taxes Refund Paid,-68975000.0
BOSS.DE,cash_flow,2025-12-31,Change In Working Capital,-48312000.0
BOSS.DE,cash_flow,2025-12-31,Change In Payable,-125023000.0
BOSS.DE,cash_flow,2025-12-31,Change In Inventory,109262000.0
BOSS.DE,cash_flow,2025-12-31,Change In Receivables,-34512000.0
BOSS.DE,cash_flow,2025-12-31,Other Non Cash Items,48853000.0
BOSS.DE,cash_flow,2025-12-31,Deferred Tax,85567000.0
BOSS.DE,cash_flow,2025-12-31,Depreciation And Amortization,390880000.0
BOSS.DE,cash_flow,2025-12-31,Depreciation,390880000.0
BOSS.DE,cash_flow,2025-12-31,Gain Loss On Investment Securities,878000.0
BOSS.DE,cash_flow,2025-12-31,Net Foreign Currency Exchange Gain Loss,23651000.0
BOSS.DE,cash_flow,2025-12-31,Net Income From Continuing Operations,259285000.0
BOSS.DE,cash_flow,2024-12-31,Free Cash Flow,498321000.0
BOSS.DE,cash_flow,2024-12-31,Capital Expenditure,-287190000.0
BOSS.DE,cash_flow,2024-12-31,End Cash Position,210622000.0
BOSS.DE,cash_flow,2024-12-31,Beginning Cash Position,118327000.0
BOSS.DE,cash_flow,2024-12-31,Effect Of Exchange Rate Changes,113000.0
BOSS.DE,cash_flow,2024-12-31,Changes In Cash,92182000.0
BOSS.DE,cash_flow,2024-12-31,Financing Cash Flow,-404728000.0
BOSS.DE,cash_flow,2024-12-31,Net Other Financing Charges,-36361000.0
BOSS.DE,cash_flow,2024-12-31,Interest Paid Cff,-52862000.0
BOSS.DE,cash_flow,2024-12-31,Cash Dividends Paid,-93172000.0
BOSS.DE,cash_flow,2024-12-31,Common Stock Dividend Paid,-93172000.0
BOSS.DE,cash_flow,2024-12-31,Investing Cash Flow,-288601000.0
BOSS.DE,cash_flow,2024-12-31,Net Other Investing Changes,-1000.0
BOSS.DE,cash_flow,2024-12-31,Interest Received Cfi,1213000.0
BOSS.DE,cash_flow,2024-12-31,Net Business Purchase And Sale,-2623000.0
BOSS.DE,cash_flow,2024-12-31,Purchase Of Business,-1142000.0
BOSS.DE,cash_flow,2024-12-31,Net Intangibles Purchase And Sale,-58606000.0
BOSS.DE,cash_flow,2024-12-31,Purchase Of Intangibles,-58606000.0
BOSS.DE,cash_flow,2024-12-31,Net PPE Purchase And Sale,-228584000.0
BOSS.DE,cash_flow,2024-12-31,Purchase Of PPE,-228584000.0
BOSS.DE,cash_flow,2024-12-31,Operating Cash Flow,785511000.0
BOSS.DE,cash_flow,2024-12-31,Taxes Refund Paid,-73509000.0
BOSS.DE,cash_flow,2024-12-31,Change In Working Capital,84221000.0
BOSS.DE,cash_flow,2024-12-31,Change In Payable,112684000.0
BOSS.DE,cash_flow,2024-12-31,Change In Inventory,-4162000.0
BOSS.DE,cash_flow,2024-12-31,Change In Receivables,10914000.0
BOSS.DE,cash_flow,2024-12-31,Other Non Cash Items,52799000.0
BOSS.DE,cash_flow,2024-12-31,Deferred Tax,77909000.0
BOSS.DE,cash_flow,2024-12-31,Depreciation And Amortization,414206000.0
BOSS.DE,cash_flow,2024-12-31,Depreciation,414206000.0
BOSS.DE,cash_flow,2024-12-31,Gain Loss On Investment Securities,12072000.0
BOSS.DE,cash_flow,2024-12-31,Net Foreign Currency Exchange Gain Loss,-5779000.0
BOSS.DE,cash_flow,2024-12-31,Net Income From Continuing Operations,223594000.0
BOSS.DE,cash_flow,2023-12-31,Free Cash Flow,94525000.0
BOSS.DE,cash_flow,2023-12-31,Capital Expenditure,-299118000.0
BOSS.DE,cash_flow,2023-12-31,End Cash Position,118327000.0
BOSS.DE,cash_flow,2023-12-31,Beginning Cash Position,147403000.0
BOSS.DE,cash_flow,2023-12-31,Effect Of Exchange Rate Changes,-2636000.0
BOSS.DE,cash_flow,2023-12-31,Changes In Cash,-26440000.0
BOSS.DE,cash_flow,2023-12-31,Financing Cash Flow,-122445000.0
BOSS.DE,cash_flow,2023-12-31,Net Other Financing Charges,220919000.0
BOSS.DE,cash_flow,2023-12-31,Interest Paid Cff,-41327000.0
BOSS.DE,cash_flow,2023-12-31,Cash Dividends Paid,-69016000.0
BOSS.DE,cash_flow,2023-12-31,Common Stock Dividend Paid,-69016000.0
BOSS.DE,cash_flow,2023-12-31,Investing Cash Flow,-297638000.0
BOSS.DE,cash_flow,2023-12-31,Net Other Investing Changes,1000.0
BOSS.DE,cash_flow,2023-12-31,Interest Received Cfi,1479000.0
BOSS.DE,cash_flow,2023-12-31,Net Business Purchase And Sale,0.0
BOSS.DE,cash_flow,2023-12-31,Purchase Of Business,0.0
BOSS.DE,cash_flow,2023-12-31,Net Intangibles Purchase And Sale,-50123000.0
BOSS.DE,cash_flow,2023-12-31,Purchase Of Intangibles,-50123000.0
BOSS.DE,cash_flow,2023-12-31,Net PPE Purchase And Sale,-248995000.0
BOSS.DE,cash_flow,2023-12-31,Purchase Of PPE,-248995000.0
BOSS.DE,cash_flow,2023-12-31,Operating Cash Flow,393643000.0
BOSS.DE,cash_flow,2023-12-31,Taxes Refund Paid,-70762000.0
BOSS.DE,cash_flow,2023-12-31,Change In Working Capital,-302227000.0
